N	Stage	Well	1-Pentene	2-Methyl-1-butene	Pentane	Pentane, 2-methyl-	Pentane, 3-methyl-	1-Hexene	n-Hexane	Cyclopentane, methyl-	Pentane, 2,4-dimethyl-	Benzene	Cyclohexane	Hexane, 2-methyl-	Hexane, 3-methyl-	Cyclopentane, 1,3-dimethyl-, cis-	Cyclopentane, 1,3-dimethyl-, trans-	Cyclopentane, 1,2-dimethyl-, trans-	1-Heptene	Heptane	Cyclohexane, methyl-	Hexane, 2,5-dimethyl-	Toluene	Heptane, 3-methyl-	Cyclohexane, 1,4-dimethyl-, trans-	1-Octene	Cyclohexane, 1,2-dimethyl-, trans-	Octane	Ethylbenzene	Benzene, 1,3-dimethyl-	p-Xylene	o-Xylene	1-Nonene	Nonane	Benzene, propyl-	Benzene, 1-ethyl-3-methyl-	Benzene, 1-ethyl-4-methyl-	Mesitylene	Benzene, 1-ethyl-2-methyl-	Benzene, 1,2,4-trimethyl-	1-Decene	Decane	Benzene, n-butyl-	Undecane	Benzene, 1,2,4,5-tetramethyl-	Dodecane	Tridecane	Tetradecane	Pentadecane	Hexadecane	Heptadecane	Pentadecane, 2,6,10,14-tetramethyl-	Octadecane	Hexadecane, 2,6,10,14-tetramethyl-
106	1	field	1.74063	1.19246	3.11612	0.25015	0.16907	0.23485	1.09233	0.12148	0.02645	9.4826	0.07325	0.04775	0.00001	0.00001	0.01664	0.02758	0.76763	0.22957	0.07429	0.02938	0.87782	0.03283	0.01539	0.63053	0.02292	0.43359	0.19422	0.49128	0.15225	2.02206	0.49981	0.62609	0.1485	0.28893	0.10479	0.19664	0.14333	0.69418	0.11052	1.91386	0.14012	5.27288	0.14141	2.42661	2.26217	5.22712	3.59702	22.77486	1.51834	1.35873	1.18296	0.8246
107	1	field	0.83934	0.33999	4.29598	0.14904	0.0874	0.11918	0.54439	0.04638	0.01845	1.21822	0.00001	0.01295	0.01733	0.00001	0.00001	0.00744	0.16445	0.03091	0.01032	0.00001	0.15032	0.00621	0.00001	0.03764	0.00001	0.04738	0.03919	0.09483	0.02992	0.27331	0.02988	0.05179	0.01395	0.03506	0.01285	0.02519	0.01361	0.07689	0.00001	0.07969	0.01088	0.44623	0.00687	0.15362	0.16294	0.23062	0.14103	0.46572	0.0292	0.0635	0.0684	0.02415
108	2	field	1.78223	0.69352	17.79333	0.21795	0.27881	0.26361	2.20904	0.13926	0.03746	5.24231	0.03108	0.05918	0.03327	0.00001	0.00834	0.00782	0.57315	0.11896	0.03167	0.03908	0.95379	0.02941	0.0101	0.32365	0.07578	0.27534	0.20927	0.4102	0.18454	1.40842	0.16501	0.43764	0.09915	0.19803	0.07238	0.13881	0.07689	0.40933	0.08399	0.64308	0.06627	2.61975	0.05525	1.47004	1.4356	2.63425	1.7524	9.57129	0.62002	0.48684	0.89497	0.30764
109	2	field	1.93535	0.81315	5.33108	0.1881	0.12486	0.30101	0.77218	0.05703	0.02645	4.84678	0.01252	0.03252	0.025	0.00001	0.00001	0.00001	0.45076	0.08437	0.01768	0.02385	0.37336	0.02712	0.00001	0.15338	0.01517	0.16823	0.09172	0.2033	0.05646	0.89489	0.09426	0.18217	0.03517	0.0851	0.0284	0.05978	0.03726	0.1727	0.02835	0.25622	0.02284	1.14783	0.02079	0.64392	0.64856	1.23887	0.97149	3.70495	0.35319	0.38779	0.3041	0.19782
110	1	field	0.56172	0.17442	2.19072	0.04441	0.0608	0.09017	0.43532	0.02548	0.00001	0.89112	0.00001	0.01069	0.01397	0.00001	0.00001	0.00534	0.14889	0.02198	0.01266	0.00001	0.09301	0.00001	0.00001	0.04516	0.00001	0.03547	0.01571	0.04255	0.01779	0.17769	0.0121	0.03508	0.0231	0.02438	0.00568	0.01475	0.0092	0.03751	0.00001	0.06102	0.00526	0.25531	0.00414	0.1438	0.14353	0.22659	0.18633	0.72454	0.06106	0.05097	0.04209	0.03894
111	2	field	1.61657	0.68864	8.50772	0.12357	0.14559	0.25483	1.00533	0.08147	0.03206	5.16255	0.02235	0.02525	0.03384	0.00001	0.00001	0.01145	0.47364	0.07712	0.02388	0.02642	0.46704	0.03164	0.00542	0.29444	0.03054	0.18564	0.0902	0.22153	0.05212	0.80912	0.18226	0.18107	0.04295	0.1085	0.03649	0.07604	0.04968	0.23801	0.04326	0.32873	0.04423	1.50529	0.03215	0.97104	0.85778	2.43194	1.13864	10.58141	0.39151	0.35471	0.52507	0.19771
112	1	field	0.85011	0.2444	4.36743	0.1735	0.10734	0.14463	1.06528	0.04343	0.02862	2.37026	0.00001	0.06194	0.0747	0.00496	0.00712	0.00892	0.21047	0.0699	0.01562	0.00637	0.15206	0.00001	0.00001	0.04472	0.00001	0.07071	0.03012	0.08353	0.02434	1.17904	0.01965	0.10879	0.01729	0.02643	0.01408	0.02187	0.01817	0.07827	0.00001	0.15297	0.01328	0.36425	0.00794	0.19786	0.1711	0.27026	0.18966	0.65507	0.02528	0.04281	0.03477	0.0314
113	2	field	0.79641	0.34754	4.11406	0.12159	0.09126	0.18966	0.58353	0.04135	0.01606	3.22036	0.00001	0.02599	0.01956	0.00001	0.01028	0.00001	0.25698	0.06201	0.01815	0.01301	0.25863	0.01055	0.00001	0.07829	0.02323	0.08429	0.04555	0.13733	0.03749	0.43532	0.05042	0.07921	0.01822	0.04634	0.01508	0.04276	0.01905	0.10876	0.02292	0.13684	0.01171	0.57861	0.01261	0.35293	0.30044	0.4606	0.34387	1.39709	0.09204	0.11079	0.10562	0.07212
114	2	field	2.21311	0.70595	4.92004	0.47284	0.39751	0.42986	1.45402	0.09819	0.3412	5.48544	0.02327	0.387	0.35323	0.01803	0.01529	0.01974	1.21229	0.22611	0.0536	0.06768	0.76984	0.10607	0.01499	0.32632	0.00001	0.34332	0.16304	0.39558	0.16913	1.21049	0.13725	0.29521	0.06707	0.13822	0.05916	0.09023	0.06236	0.298	0.04625	0.44749	0.03593	1.43606	0.03383	0.94693	0.83699	2.43659	1.40734	7.80326	0.45099	0.47004	0.47835	0.3171
115	1	field	1.3959	0.38576	5.14443	0.25696	0.14066	0.25578	1.88253	0.06691	0.02662	4.27005	0.01551	0.06451	0.08477	0.00001	0.00001	0.01709	1.02873	0.15172	0.03747	0.02104	0.63591	0.02276	0.0114	0.50216	0.01325	0.35694	0.12372	0.30843	0.13852	1.14808	0.28936	0.33586	0.06408	0.13782	0.045	0.1077	0.06334	0.33077	0.05854	0.47665	0.05208	1.84224	0.05198	1.19902	1.12631	2.72498	1.59926	10.12382	0.43513	0.48982	0.4556	0.31891
116	2	field	1.73296	0.5064	14.62744	0.25007	0.17912	0.24769	1.29222	0.09473	0.02445	4.07232	0.00001	0.04013	0.02616	0.00001	0.00001	0.01653	0.41516	0.09942	0.01607	0.00001	0.36204	0.01856	0.01292	0.39129	0.00001	0.20287	0.06267	0.1699	0.07017	0.63153	0.21859	0.16984	0.0331	0.07526	0.03498	0.05062	0.0293	0.17943	0.02976	0.23368	0.02278	0.91592	0.0219	0.60288	0.59795	1.3495	0.99082	3.25724	0.33125	0.34186	0.17216	0.2338
118	1	field	1.71703	0.43144	13.24263	0.25416	0.26592	0.37898	1.87626	0.12344	0.05012	5.48577	0.03082	0.1011	0.12014	0.00763	0.00832	0.02405	0.71618	0.1923	0.04334	0.05452	0.58199	0.02289	0.00412	0.43525	0.00595	0.22472	0.12254	0.27935	0.11327	1.0468	0.17333	0.18997	0.05328	0.12789	0.04913	0.0867	0.06117	0.32722	0.0322	0.39021	0.05082	2.0996	0.04961	1.1041	0.96677	1.46998	1.34857	2.56143	0.38695	0.39147	0.15591	0.20287
119	1	field	0.78638	0.29828	4.78929	0.14491	0.09451	0.10287	0.52342	0.05371	0.01883	1.61125	0.00408	0.01652	0.02043	0.0096	0.0031	0.00524	0.14283	0.03588	0.00949	0.00001	0.07276	0.00001	0.00001	0.05613	0.00001	0.04072	0.01855	0.04079	0.01089	0.15982	0.02109	0.02725	0.00828	0.01494	0.00767	0.01488	0.00641	0.03802	0.00001	0.05081	0.00565	0.22134	0.00633	0.13491	0.13331	0.16432	0.1209	0.40476	0.02938	0.04457	0.04401	0.02169
121	1	field	1.10058	0.29183	11.37571	0.34432	0.21264	0.20236	1.2089	0.11761	0.03171	2.33982	0.02888	0.15903	0.08841	0.00538	0.00824	0.0099	0.16353	0.06531	0.01536	0.00001	0.08554	0.00001	0.00001	0.07623	0.00001	0.05081	0.02149	0.04611	0.01579	0.33825	0.02739	0.03882	0.01071	0.01665	0.00821	0.02782	0.00752	0.03725	0.0224	0.04971	0.00595	0.18815	0.00526	0.12906	0.09931	0.22917	0.13863	0.6426	0.06036	0.04279	0.02988	0.04061
122	2	field	1.33675	0.18482	5.50712	0.18173	0.16615	0.16139	0.91324	0.0735	0.02382	1.95451	0.01477	0.04571	0.0852	0.00688	0.00918	0.01633	0.31262	0.10308	0.03878	0.012	0.38314	0.0113	0.00001	0.18237	0.00001	0.18145	0.06834	0.18245	0.09095	0.58434	0.09589	0.16113	0.03326	0.06758	0.0255	0.04533	0.02954	0.14373	0.02909	0.27557	0.02242	0.78424	0.01731	0.48956	0.27638	0.57017	0.2406	1.62361	0.10067	0.07519	0.07162	0.06077
123	2	field	2.24748	1.00248	2.08831	0.24504	0.1491	0.40888	0.59962	0.05754	0.03015	4.35749	0.01235	0.0873	0.119	0.00001	0.00789	0.01916	0.41348	0.21536	0.0496	0.05116	1.13111	0.09	0.00596	0.69297	0.00001	0.56289	0.89214	2.71313	1.2656	2.4511	0.39572	0.27429	0.57093	2.59175	0.89651	1.08043	0.97995	4.74091	0.02329	0.23203	0.11092	1.13397	0.37072	0.66692	0.73322	1.38979	1.62472	3.45107	0.44306	0.50206	0.12897	0.28082
124	1	field	0.75304	0.26144	3.42681	0.1462	0.08898	0.13803	0.55839	0.05064	0.01675	1.03414	0.00001	0.02741	0.03821	0.00735	0.00504	0.00769	0.12915	0.0417	0.01268	0.00001	0.11358	0.00773	0.00001	0.0503	0.00001	0.05062	0.03332	0.09293	0.02853	0.24707	0.02171	0.05114	0.02325	0.05844	0.01961	0.0284	0.02398	0.12028	0.00001	0.05544	0.00669	2.94187	0.01476	0.12352	0.15279	0.17587	0.20667	0.65948	0.06173	0.05198	0.03663	0.0558
125	2	field	2.71878	0.86794	50.9231	1.6	1.17843	0.37908	4.96325	0.61805	0.12189	8.1823	0.10666	0.32447	0.28432	0.03804	0.02816	0.05141	0.96943	0.30305	0.14355	0.05642	3.38376	0.04916	0.01266	0.27383	0.0157	0.36008	1.59479	2.55669	1.5617	3.99029	0.15162	0.43163	0.28315	0.8058	0.29584	0.31839	0.52661	1.9759	0.04957	0.35967	0.1101	1.56782	0.27361	1.32161	1.48233	3.05133	2.80881	9.93964	0.77265	0.79869	0.8619	0.69337
126	1	field	1.21446	0.34276	7.45534	0.71078	0.67427	0.22016	3.51161	0.24132	0.10566	3.05343	0.03364	0.18146	0.2476	0.02193	0.0159	0.03577	0.62592	0.25346	0.07837	0.052	1.50465	0.04591	0.00883	0.14399	0.01041	0.24872	0.39765	0.84593	0.41251	4.88995	0.06012	0.25059	0.15957	0.45453	0.17052	0.21005	0.18773	0.95964	0.01889	0.31384	0.04722	0.94424	0.09086	0.51971	0.44088	0.5321	0.51097	1.66412	0.17263	0.17097	0.11416	0.15049
127	2	field	2.1277	0.56128	10.43496	0.68576	0.42384	0.34128	1.93561	0.23004	0.15307	7.99631	0.06409	0.78152	0.9372	0.12467	0.11283	0.17509	0.68476	1.09924	0.55228	0.31532	32.2656	1.13412	0.15747	0.40406	0.16609	2.11254	19.56785	59.09358	23.49111	36.89552	0.26059	1.2365	9.5775	40.06053	14.46754	16.88001	15.44807	74.69688	0.06809	1.10991	2.13115	3.00953	8.478	2.7709	1.62888	3.48071	3.22229	10.99004	1.04803	0.82532	0.52745	0.56223
128	1	field	1.60359	0.42554	28.44693	0.73463	0.46309	0.31896	38.91111	0.1554	0.12176	4.77201	0.04673	0.71116	0.74557	0.03594	0.03363	0.049	1.63781	0.89249	0.1337	0.11096	5.48391	0.1702	0.03673	0.19598	0.03318	0.4386	1.36681	3.82729	1.63572	6.52416	0.05333	0.23909	0.77073	2.88888	1.0002	1.45689	1.22687	5.77595	0.00001	0.33401	0.16376	0.68845	0.72501	0.43057	0.35127	0.59968	0.41783	1.64428	0.14046	0.19979	0.25212	0.14504
129	2	field	2.48364	0.50953	19.21178	0.91907	0.50656	0.47549	28.3351	0.14331	0.13159	6.6688	0.04334	0.43534	0.48456	0.02626	0.0229	0.05143	1.59802	0.71906	0.12829	0.09049	2.81351	0.1328	0.02531	0.31242	0.02455	0.46385	0.58164	1.32996	0.62447	2.29939	0.10639	0.31982	0.30875	0.85215	0.33566	0.36111	0.37812	1.7828	0.02317	0.45292	0.09272	1.06051	0.19928	0.62244	0.62983	0.88526	1.23993	2.49933	0.44044	0.40719	0.11846	0.24902
130	2	field	1.86675	0.57169	4.14739	0.24443	0.14951	0.31772	0.70539	0.0652	0.0244	3.8245	0.01326	0.04461	0.09075	0.00794	0.00001	0.01506	0.3674	0.06144	0.02972	0.00001	0.35409	0.01844	0.00001	0.22635	0.00912	0.15029	0.11262	0.23561	0.13267	0.66621	0.11306	0.12945	0.05886	0.14814	0.06392	0.07075	0.06404	0.32873	0.03177	0.15481	0.03156	0.67758	0.053	0.48328	0.52898	1.02306	1.17477	4.69059	0.41674	0.32344	0.48149	0.23758
131	2	field	4.41855	0.68956	195.27041	3.63768	2.60077	0.34932	34.61826	1.08788	0.24559	6.23868	0.12542	0.38209	0.36568	0.0432	0.03501	0.06303	2.29403	0.37433	0.21202	0.06703	1.38272	0.05132	0.04892	0.49956	0.01896	0.32986	0.2266	0.48532	0.22952	1.12076	0.15788	0.21244	0.12266	0.32951	0.15674	0.16755	0.15722	0.77284	0.05176	0.18224	0.0366	0.67984	0.07611	0.6771	0.53057	1.09262	1.2155	1.93768	0.38614	0.39717	0.07199	0.22016
132	2	field	3.02221	0.53255	8.2617	0.42669	0.21039	0.46612	1.17926	0.08258	0.03825	5.50123	0.01762	0.10095	0.13509	0.00664	0.00778	0.02252	0.82855	0.30041	0.04768	0.03249	0.76434	0.04727	0.00701	0.47868	0.00001	0.46659	0.1425	0.42524	0.16327	1.39245	0.23956	0.96098	1.59579	0.36027	0.1165	0.16107	0.13598	0.53589	0.06785	0.63796	0.04247	1.18122	0.05246	0.80043	0.6363	0.93167	1.11421	2.54752	0.47917	0.29181	0.17417	0.19096
133	1	field	2.08109	0.4947	7.36496	0.34894	0.21333	0.45833	1.24906	0.09387	0.04227	6.44376	0.02689	0.13363	0.13822	0.0173	0.01191	0.01954	0.62362	0.23289	0.04465	0.02765	0.89453	0.05127	0.00415	0.7831	0.00508	0.41999	0.19425	0.54842	0.32505	1.43035	0.20213	0.55305	0.12873	0.27163	0.13836	0.08031	0.09563	0.51507	0.05244	0.95176	0.06754	1.81511	0.05206	1.4854	0.87771	1.78791	1.47705	7.04528	0.56512	0.34992	0.40221	0.30536
134	2	field	2.58734	0.57952	10.75825	0.57788	0.42295	0.41151	3.44628	0.16152	0.0533	5.94833	0.03718	0.17189	0.22711	0.02039	0.01849	0.02533	0.66499	0.18097	0.05103	0.05099	0.63659	0.02148	0.00001	1.16915	0.00724	0.38571	0.10711	0.21096	0.07358	0.8285	0.49754	0.21639	0.04846	0.0991	0.04036	0.06255	0.04452	0.22188	0.06862	0.23417	0.02447	0.87945	0.03057	0.61417	0.50723	1.05711	0.90242	2.49949	0.2625	0.24472	0.27069	0.18587
135	1	field	1.46774	0.51616	12.08145	0.23267	0.15444	0.21744	0.777	0.08172	0.02391	4.01903	0.01796	0.04658	0.06707	0.00669	0.00669	0.01526	0.38187	0.11165	0.02802	0.01099	0.38211	0.01725	0.00001	0.6532	0.00001	0.24291	0.07084	0.20491	0.07235	0.87501	0.26406	0.1401	0.04273	0.0813	0.02636	0.06247	0.03708	0.17789	0.03087	0.171	0.0204	0.70497	0.02693	0.45058	0.44456	0.58728	0.57606	1.18677	0.14082	0.24187	0.31973	0.18551
136	2	field	3.15098	0.84547	7.69189	0.47292	0.24092	0.60351	3.07195	0.08969	0.05909	8.62041	0.05434	0.16024	0.20157	0.00777	0.00415	0.01851	1.50899	0.35102	0.05559	0.03553	1.1855	0.06044	0.01056	11.49012	0.00001	0.61989	0.305	0.69456	0.2747	1.88717	0.28156	0.44407	0.13245	0.27441	0.09237	0.14545	0.12479	0.55562	0.08279	0.89708	0.07038	5.61796	0.07396	1.17204	0.99122	2.07983	1.48392	7.42244	0.51018	0.44139	0.59005	0.39126
137	1	field	1.62321	0.86462	1.145	0.18899	0.09727	0.28712	0.38234	0.03454	0.02083	4.09482	0.02509	0.02997	0.06623	0.0103	0.01043	0.01959	0.36997	0.1124	0.03638	0.00001	0.40185	0.01058	0.0067	0.34041	0.01041	0.18173	0.07154	0.15599	0.05641	0.71341	0.24017	0.13726	0.04106	0.06197	0.02459	0.04155	0.04225	0.161	0.04831	0.17293	0.02221	0.64566	0.02488	0.45944	0.44036	0.7469	0.63507	1.60095	0.23525	0.26634	0.3684	0.15478
138	1	field	1.25591	0.52574	3.76033	0.41294	0.17886	0.15678	0.4477	0.08083	0.02486	4.30776	0.03008	0.05432	0.03371	0.0105	0.00705	0.01496	0.2463	0.00001	0.02491	0.00001	0.3451	0.01312	0.00001	0.33359	0.00001	0.33986	0.07204	0.1753	0.07712	0.53768	0.14698	0.23982	0.04341	0.11944	0.04559	0.10801	0.05458	0.25152	0.04357	0.25194	0.03345	1.84499	0.05109	1.10609	0.81328	1.97606	1.06971	7.86924	0.5394	0.25969	0.69523	0.17229
139	1	field	0.97166	0.34837	2.59787	0.1385	0.11465	0.19423	0.61979	0.06615	0.02129	2.805	0.02663	0.06066	0.15091	0.01525	0.01575	0.06744	0.32461	0.09535	0.0816	0.02667	0.90521	0.03488	0.0078	0.26033	0.01246	0.19429	0.40983	1.12205	0.50924	1.53031	0.09116	0.12566	0.20692	0.6207	0.2355	0.31223	0.24814	1.17282	0.01707	0.1947	0.03901	0.69122	0.07374	0.41282	0.32913	0.69969	0.44473	1.49598	0.09031	0.13594	0.11687	0.10313
140	2	field	2.73191	0.85256	11.76034	1.36798	0.98216	0.41826	22.04897	0.17985	0.41465	6.86628	0.06566	0.84653	1.0469	0.07315	0.06973	0.13794	4.7113	0.63964	0.16406	0.05276	2.5174	0.13477	0.01646	0.61501	0.02351	0.42674	0.36657	0.85809	0.44195	1.88727	0.17069	0.19546	0.13049	0.37194	0.14421	0.23446	0.15246	0.76429	0.02052	0.27973	0.03727	0.88631	0.05229	0.68856	0.49405	1.65685	0.75781	8.21578	0.51901	0.38232	0.68604	0.40631
141	2	field	2.11649	0.51929	4.62822	0.21819	0.18193	0.37119	1.30134	0.0692	0.03516	9.46986	0.1041	0.07695	0.05152	0.00929	0.00496	0.00686	0.56574	0.13144	0.02217	0.02215	0.73816	0.02336	0.01921	0.21832	0.00001	0.15559	0.08765	0.18754	0.06218	0.65227	0.10765	0.13018	0.03206	0.06022	0.01865	0.0702	0.02321	0.11289	0.05284	0.18243	0.02163	0.63695	0.01086	0.299	0.3347	0.48274	0.25402	0.70159	0.00001	0.00001	0.00001	0.00001
142	2	field	2.54368	0.83488	2.90203	0.25838	0.12486	0.52351	0.709	0.04868	0.03068	6.21735	0.00001	0.03413	0.0257	0.00001	0.00001	0.00001	0.43326	2.30831	0.02271	0.00001	0.40354	0.02183	0.00001	0.26238	0.00001	0.15861	0.07105	0.14903	0.04271	0.53315	0.06988	0.16472	0.03302	0.05389	0.0208	0.05821	0.02821	0.12829	0.02681	0.18164	0.02432	0.72839	0.01484	0.43784	0.39156	1.01518	0.74531	5.18908	0.30304	0.23182	0.5011	0.27376
143	2	field	2.20028	0.64591	3.3812	0.18854	0.16856	0.42064	0.90257	0.0688	0.04318	5.38273	0.02729	0.06722	0.17607	0.01278	0.02208	0.06947	0.61726	0.17247	0.09379	0.03328	0.77362	0.0329	0.01262	0.37181	0.01	0.32695	0.20921	0.42597	0.20413	1.4441	0.17655	0.23918	0.09977	0.24391	0.09173	0.15933	0.12284	0.59639	0.08723	0.49049	0.06589	1.99884	0.08728	1.42809	1.2793	3.12947	1.95578	12.98002	1.12395	0.93181	1.5476	0.95558
144	2	field	2.52465	0.93949	9.75544	0.33661	0.25373	0.45432	1.65923	0.09916	0.04419	5.03887	0.03122	0.06635	0.05998	0.00001	0.00001	0.01303	0.47525	0.10707	0.02885	0.03652	0.63838	0.01904	0.00616	0.14693	0.01418	0.14207	0.09982	0.31159	0.11509	0.55792	0.08588	0.12218	0.05091	0.08359	0.03363	0.092	0.03056	0.15551	0.03479	0.22639	0.02341	0.81458	0.01768	0.52953	0.49276	0.89175	0.6112	1.67849	0.14831	0.27082	0.14774	0.06052
145	1	field	2.12829	0.36992	7.4966	0.73686	0.47813	0.40273	4.03646	0.16481	0.12791	5.73312	0.03752	0.39554	0.36699	0.01818	0.01455	0.02901	1.20155	0.73634	0.05002	0.09992	4.65789	0.21471	0.02165	0.26763	0.02179	0.47259	0.247	0.80829	0.25159	2.06854	0.21146	2.75559	0.00001	0.83226	0.35934	0.28142	0.21929	0.92442	0.03272	0.63036	0.72273	2.11792	0.08058	0.62613	0.49678	0.63533	0.46047	1.40112	0.15028	0.20168	0.16557	0.10031
146	1	field	1.64622	0.40519	4.20528	0.24447	0.18126	0.35512	0.96812	0.08499	0.0332	3.56804	0.01103	0.04692	0.03494	0.00521	0.00555	0.0129	0.39324	0.10493	0.03044	0.0163	0.60959	0.0218	0.00001	0.92948	0.00799	0.28855	0.10735	0.2481	0.10037	0.84643	0.17695	0.17568	0.05358	0.10725	0.04542	0.1136	0.05214	0.23405	0.07555	0.32521	0.03995	1.21405	0.03423	0.73274	0.70044	1.43951	0.8739	4.77367	0.4601	0.33641	0.26357	0.26102
147	1	field	1.24824	0.73137	1.8753	0.20351	0.09901	0.23291	0.66099	0.04039	0.02389	1.96032	0.00001	0.0448	0.05159	0.00001	0.00001	0.00852	0.18584	0.06366	0.01318	0.00001	0.19529	0.01155	0.00001	0.29312	0.00001	0.1028	0.04377	0.0909	0.02916	0.41325	0.04799	0.06115	0.01379	0.03485	0.0122	0.04887	0.01452	0.07999	0.00001	0.09578	0.01339	0.33412	0.00952	0.16708	0.14757	0.20832	0.14889	0.62329	0.05254	0.05314	0.04483	0.03742
148	2	field	5.13117	0.8637	11.85648	2.40499	1.73248	1.69287	14.96159	0.29365	0.60724	9.65193	0.06429	1.03665	0.98171	0.08967	0.08181	0.1197	2.02215	1.61781	0.35717	0.17878	9.93609	0.62888	0.08184	0.92897	0.0727	1.6906	1.27704	2.42362	1.19914	5.67813	0.35338	1.209	0.29086	0.70454	0.29222	0.47196	0.35621	1.34534	0.12229	1.57251	0.11651	2.7384	0.10945	1.48052	1.47167	1.91107	1.64354	5.52368	0.65991	0.48017	0.40608	0.30951
149	1	field	0.75127	0.19707	1.97618	0.12925	0.10512	0.15162	0.73646	0.04803	0.02047	1.19662	0.00001	0.02599	0.03111	0.00662	0.00524	0.00819	0.16481	0.03745	0.01308	0.00001	0.19346	0.00001	0.00001	0.05096	0.00001	0.05676	0.03462	0.08307	0.02871	0.29884	0.02902	0.05553	0.01409	0.02896	0.01055	0.02782	0.01231	0.05897	0.01621	0.08012	0.00682	0.31497	0.00903	0.19951	0.14981	0.31885	0.19095	2.17264	0.08316	0.09618	0.279	0.07413
150	1	field	2.08359	0.57104	4.79364	0.26714	0.16899	0.31296	0.76642	0.07502	0.03965	6.16384	0.03108	0.04607	0.04658	0.00902	0.01213	0.01636	0.35141	0.10437	0.03674	0.00001	0.63126	0.02089	0.00556	0.13493	0.01039	0.16592	0.11644	0.25275	0.10606	0.87071	0.09755	0.19643	0.05491	0.10996	0.05189	0.13645	0.05138	0.26166	0.04135	0.29991	0.04149	1.34639	0.03458	0.84983	0.76125	1.31045	0.9481	3.59823	0.41083	0.28882	0.23499	0.20782
151	2	field	2.69001	0.82079	6.06088	0.28231	0.22059	0.37952	1.1663	0.07916	0.05747	8.49315	0.03384	0.13489	0.20882	0.00958	0.01364	0.02315	0.60618	0.2057	0.04873	0.02385	1.12688	0.0421	0.012	0.21315	0.0111	0.23455	0.18108	0.38986	0.17876	1.16035	0.1094	0.17537	0.04759	0.12366	0.04112	0.31652	0.06226	0.25324	0.05632	0.34291	0.03133	1.59223	0.03704	0.65416	0.48884	0.21461	0.13237	0.15476	0.00001	0.00001	0.00001	0.00001
152	1	field	1.45844	0.37001	7.31973	0.29853	0.18045	0.22765	3.54537	0.06166	0.0541	1.75652	0.00001	0.16416	0.17047	0.00001	0.00684	0.00942	0.16689	0.21049	0.02023	0.00001	0.53076	0.01268	0.00001	0.06072	0.00001	0.08206	0.11061	0.24799	0.1502	0.55714	0.02545	0.07317	0.02813	0.05956	0.02756	0.03594	0.02281	0.12146	0.0171	0.12805	0.01253	0.32667	0.01084	0.19913	0.10997	0.14883	0.07091	0.37808	0.01839	0.02704	0.02431	0.01824
153	2	field	2.87411	1.05792	9.40152	0.8249	0.46565	0.39569	1.96009	0.20015	0.07652	6.1107	0.03801	0.22448	0.19272	0.02566	0.02129	0.02144	0.40231	0.28016	0.05495	0.00001	3.153	0.06573	0.00001	0.24635	0.00001	0.35941	0.29064	0.87423	0.39601	1.18583	0.13691	0.3615	0.09568	0.24531	0.10377	0.16322	0.08502	0.44253	0.02092	0.46593	0.04419	1.48639	0.03803	0.89507	0.81364	2.01979	1.26854	10.2522	0.48269	0.3887	1.46216	0.37779
154	2	field	3.24613	0.88958	7.53517	0.36573	0.20553	0.66689	1.49813	0.07988	0.03715	8.22682	0.02538	0.05853	0.06776	0.00953	0.0084	0.00809	0.58492	0.19395	0.03955	0.04629	1.30768	0.02764	0.01178	0.2706	0.00894	0.34566	0.23682	0.61697	0.32646	1.65542	0.21303	0.34988	0.11474	0.22464	0.09525	0.24709	0.09789	0.49747	0.10747	0.77717	0.08475	3.01392	0.0738	1.58825	1.52828	2.91432	1.9462	6.09817	0.62872	0.56889	0.47225	0.32772
155	1	field	0.52647	0.2515	1.32167	0.08947	0.04426	0.09523	0.22124	0.01936	0.01262	0.84932	0.00001	0.00869	0.01051	0.00001	0.00001	0.00001	0.09292	0.01952	0.00478	0.00001	0.06159	0.00001	0.00001	0.04751	0.00001	0.03772	0.01111	0.03978	0.00585	0.13651	0.03037	0.03608	0.008	0.01524	0.00502	0.01265	0.00804	0.03338	0.01485	0.04871	0.0054	0.22376	0.00495	0.12451	0.1044	0.18158	0.12712	0.53292	0.05072	0.04452	0.053	0.03945
156	2	field	4.04505	1.12183	6.02992	0.60903	0.20256	0.69199	4.40484	0.05789	0.05311	9.5051	0.04471	0.25	0.18635	0.01575	0.0099	0.01962	0.54447	0.7782	0.03609	0.07785	3.80511	0.18974	0.0176	0.66839	0.00001	0.65443	0.42037	1.20114	0.51971	2.25288	0.39747	0.59334	0.13907	0.3325	0.12276	0.20145	0.12922	0.58325	0.07278	1.2788	0.08229	2.36499	0.04862	0.95208	0.74935	1.5153	1.04577	8.04483	0.48023	0.44562	1.59757	0.38813
157	2	field	4.87391	1.32958	20.39222	0.57942	0.32364	0.75051	1.85273	0.1366	0.0567	8.48865	0.05785	0.10534	0.08687	0.01311	0.00911	0.0264	0.68888	0.50438	0.07792	0.06044	1.3537	0.04669	0.01252	0.38352	0.01015	0.38438	0.24715	0.51764	0.24222	1.4158	0.22421	0.28266	0.09236	0.20199	0.08386	0.20859	0.09117	0.42832	0.10756	0.55346	0.05653	2.39769	0.06439	1.6433	1.37479	3.60432	2.40825	14.3252	1.24517	0.80033	2.19119	0.79134
