N	Stage	Well	1-Pentene	2-Methyl-1-butene	Pentane	Pentane, 2-methyl-	Pentane, 3-methyl-	1-Hexene	n-Hexane	Cyclopentane, methyl-	Pentane, 2,4-dimethyl-	Benzene	Cyclohexane	Hexane, 2-methyl-	Hexane, 3-methyl-	Cyclopentane, 1,3-dimethyl-, cis-	Cyclopentane, 1,3-dimethyl-, trans-	Cyclopentane, 1,2-dimethyl-, trans-	1-Heptene	Heptane	Cyclohexane, methyl-	Hexane, 2,5-dimethyl-	Toluene	Heptane, 3-methyl-	Cyclohexane, 1,4-dimethyl-, trans-	1-Octene	Cyclohexane, 1,2-dimethyl-, trans-	Octane	Ethylbenzene	Benzene, 1,3-dimethyl-	p-Xylene	o-Xylene	1-Nonene	Nonane	Benzene, propyl-	Benzene, 1-ethyl-3-methyl-	Benzene, 1-ethyl-4-methyl-	Mesitylene	Benzene, 1-ethyl-2-methyl-	Benzene, 1,2,4-trimethyl-	1-Decene	Decane	Benzene, n-butyl-	Undecane	Benzene, 1,2,4,5-tetramethyl-	Dodecane	Tridecane	Tetradecane	Pentadecane	Hexadecane	Heptadecane	Pentadecane, 2,6,10,14-tetramethyl-	Octadecane	Hexadecane, 2,6,10,14-tetramethyl-
1	1	field	1.68045	0.43945	5.76139	0.41338	0.38521	0.26545	2.90141	0.16138	0.05279	6.66384	0.0459	0.07806	0.08452	0.01536	0.01488	0.02816	0.57856	0.19129	0.08501	0.01928	4.01409	0.03543	0.01771	0.26011	0.02239	0.24857	1.35874	4.40222	2.08253	4.36228	0.15641	0.2058	0.54067	2.73407	0.74313	1.54069	1.36654	6.28745	0.03799	0.43362	0.11598	3.09631	1.08603	0.7724	0.67836	1.78955	0.71583	9.0706	0.42448	0.3311	0.24819	0.24156
2	2	field	1.24912	0.30445	1.78735	0.13578	0.09139	0.18917	1.05477	0.03734	0.02176	3.58782	0.01363	0.04427	0.08627	0.01024	0.01168	0.02377	0.24758	0.13514	0.05014	0.02225	2.34085	0.04306	0.01149	0.23175	0.0136	0.20029	0.95837	2.51108	1.62545	3.06163	0.07176	0.21572	0.44694	1.71572	0.65922	0.8276	0.8821	4.68138	0.03817	0.53619	0.13118	1.74966	0.78396	0.6498	0.42581	0.51402	0.23692	1.77631	0.13605	0.10958	0.08087	0.08489
3	2	field	2.84844	1.02348	4.20029	0.35393	0.15554	0.45174	0.9995	0.06981	0.03361	7.22188	0.01856	0.04302	0.04424	0.01026	0.00796	0.01466	0.4803	0.16448	0.03444	0.02918	0.70663	0.02598	0.00957	0.21392	0.00956	0.25656	0.1633	0.33366	0.15841	0.99919	0.12521	0.20287	0.06807	0.1691	0.0675	0.13374	0.08481	0.33571	0.04659	0.42094	0.04543	1.61271	0.0761	1.04007	1.01628	1.95663	1.78595	9.23904	1.41788	0.60268	1.69902	0.5644
4	1	field	5.73626	10.10346	12.19365	19.20791	17.27142	0.78102	55.18965	5.80265	1.6529	10.60549	0.3621	1.34999	0.64701	0.04155	0.03389	0.07105	0.84908	0.68887	0.14807	0.16992	4.45863	0.18386	0.02207	0.27691	0.02299	0.55039	0.49609	1.48213	0.48167	2.55378	0.08745	10.95609	0.17487	0.30895	0.10937	0.22821	0.12861	0.41007	0.03697	0.54941	0.05575	1.4247	0.01089	0.48592	0.16722	0.24267	0.07894	0.51551	0.1073	0.03467	0.04073	0.0076
5	2	field	0.90262	0.30656	1.91247	0.10995	0.08093	0.17419	0.67851	0.03748	0.0301	2.836	0.01083	0.02326	0.03766	0.00631	0.00895	0.00852	0.17925	0.06579	0.02289	0.00001	0.36186	0.01438	0.00001	0.26007	0.00001	0.11122	0.08584	0.20571	0.10007	0.57581	0.09816	0.12812	0.03556	0.09628	0.03392	0.11321	0.04105	0.19246	0.0326	0.20831	0.02437	0.86284	0.03813	0.41926	0.37219	0.8327	0.34269	3.19788	0.16906	0.11021	0.13389	0.10494
6	1	field	1.56509	0.55907	5.50674	0.27326	0.15672	0.23673	0.92201	0.08788	0.03049	3.17531	0.01793	0.04104	0.04979	0.00717	0.00804	0.00634	0.3852	0.08493	0.0303	0.03731	0.54215	0.02245	0.0051	0.18196	0.01424	0.15676	0.1142	0.29257	0.12842	1.14538	0.33287	0.2591	0.10399	0.1422	0.05399	0.15934	0.05801	0.25159	0.05256	0.31493	0.04258	1.43496	0.03419	0.578	0.43118	0.82842	0.51187	3.63685	0.31198	0.14093	0.42866	0.1693
7	2	field	1.13111	0.5367	1.65001	0.14803	0.07512	0.26877	0.55794	0.02955	0.0186	3.45899	0.03487	0.02078	0.03046	0.00591	0.00539	0.01027	0.2397	0.12282	0.02362	0.07654	0.63457	0.01844	0.01232	0.23567	0.00001	0.25145	0.20006	0.51194	0.25171	1.19914	0.104	0.34833	0.08079	0.18812	0.07185	0.18883	0.05678	0.29831	0.05179	0.64971	0.03546	2.14047	0.03157	0.48345	0.33053	1.01875	0.55066	5.05172	0.33895	0.16787	0.25845	0.14024
8	1	field	1.44104	0.46358	8.11823	0.64167	0.51894	0.22081	13.62247	0.12956	0.03993	2.87386	0.02116	0.0654	0.11825	0.01381	0.00977	0.0232	0.43313	0.15406	0.04334	0.00001	1.11591	0.02396	0.00891	0.30728	0.00001	0.22255	0.17101	0.43987	0.22304	1.27254	0.11462	0.35923	0.09276	0.18717	0.08227	0.12486	0.06933	0.36167	0.03839	0.86836	0.07259	1.74926	0.05073	0.61302	0.40758	0.56325	0.26229	1.64413	0.12354	0.09961	0.06032	0.08884
9	2	field	1.22375	0.29478	3.49288	0.1215	0.10453	0.16149	0.80693	0.04648	0.02221	4.11206	0.01232	0.02867	0.02461	0.00878	0.00618	0.00704	0.28727	0.11318	0.02418	0.0102	0.59235	0.02408	0.00001	0.15225	0.00804	0.15144	0.13678	0.2871	0.12339	0.85243	0.07676	0.13907	0.05386	0.10377	0.04139	0.08372	0.0486	0.20434	0.04757	0.33304	0.03835	1.22084	0.03487	0.53351	0.40188	0.88688	0.31091	3.85181	0.18652	0.10245	0.37304	0.10864
10	2	field	3.02501	0.9929	8.80868	0.15419	0.19924	0.46533	1.27458	0.08201	0.02671	8.81119	0.00001	0.04212	0.02846	0.01267	0.01671	0.00471	0.39061	0.16629	0.03083	0.00001	0.73541	0.02354	0.00735	0.33263	0.00001	0.36828	0.15556	0.34464	0.15607	1.09791	0.32384	0.24816	0.07066	0.16132	0.06721	0.24342	0.07308	0.33988	0.06652	0.55408	0.06296	1.93958	0.04768	1.10711	0.98097	1.51218	0.96639	4.57133	0.45215	0.35312	0.23474	0.34659
11	2	field	1.40932	0.53762	2.20703	0.15363	0.07344	0.19517	0.42541	0.03697	0.01812	4.6766	0.03809	0.03325	0.05297	0.01218	0.0084	0.00882	0.19583	0.07992	0.0215	0.00001	0.36846	0.01307	0.00001	0.12294	0.0148	0.07964	0.06993	0.14809	0.08098	0.49251	0.07639	0.06707	0.01866	0.0457	0.00988	0.0667	0.01639	0.07931	0.03879	0.07978	0.0095	0.24393	0.00842	0.14574	0.11903	0.24374	0.14937	0.71474	0.02513	0.02046	0.00001	0.00001
12	1	field	1.7042	0.73625	3.45111	0.26661	0.16165	0.29883	1.26635	0.07704	0.04556	3.69027	0.04405	0.05982	0.10456	0.01549	0.01694	0.02969	0.35029	0.14329	0.0863	0.02207	0.54661	0.03102	0.00943	0.12114	0.03104	0.17288	0.1052	0.21903	0.09522	0.00001	0.06952	0.12053	0.03933	0.09658	0.03753	0.11634	0.04029	0.18496	0.04187	0.23338	0.03267	0.81461	0.03253	0.48267	0.39435	0.5909	0.37611	1.8879	0.17245	0.11709	0.07778	0.06481
13	2	field	1.48721	0.60079	8.28038	1.10011	0.72357	0.26252	31.91661	0.12134	0.15018	9.36023	0.03886	0.24206	0.21383	0.01701	0.0172	0.02064	2.50001	0.35777	0.0621	0.05303	1.5188	0.11924	0.01629	0.1784	0.01196	0.32463	0.18008	0.42697	0.20536	1.42097	0.11871	0.48868	0.07308	0.125	0.04888	0.0957	0.06186	0.27672	0.04434	0.93714	0.05038	1.13285	0.01897	0.42264	0.29496	0.46924	0.17651	1.45668	0.09365	0.0696	0.0623	0.05123
14	1	field	2.53055	0.61571	23.71808	0.64573	0.47874	0.3024	3.27698	0.27219	0.04726	5.58307	0.04607	0.09323	0.10301	0.01951	0.01374	0.01947	0.65104	0.19377	0.06753	0.01662	1.31593	0.04237	0.00947	0.29617	0.01147	0.33064	0.27496	0.79609	0.44214	1.63725	0.10593	0.59701	0.17114	0.38892	0.15048	0.25857	0.13713	0.74145	0.03999	0.83584	0.06604	1.59289	0.0609	0.73803	0.51355	1.23304	0.48601	4.77778	0.26322	0.24978	0.12759	0.19745
15	2	field	1.16062	0.76913	13.78667	0.2937	0.20062	0.22165	1.66826	0.10122	0.02219	3.16893	0.01762	0.03051	0.06512	0.02048	0.00702	0.01328	0.38039	0.10672	0.03454	0.0237	0.59928	0.02341	0.00888	0.11556	0.01011	0.12154	0.10273	0.22043	0.08457	0.65768	0.07268	0.09813	0.03219	0.07533	0.02868	0.09383	0.03283	0.1257	0.03386	0.15694	0.02022	0.603	0.02191	0.34585	0.37271	0.70479	0.48072	2.6585	0.7583	0.14247	0.65201	0.10138
16	1	field	16.81213	0.83718	109.79019	36.07033	38.08626	3.87999	113.56494	6.59669	11.33955	10.16949	0.62987	17.8185	17.16419	1.7652	1.5717	2.29542	7.12089	6.23396	6.41008	0.51202	12.30196	0.70268	0.12672	0.4544	0.11151	0.83579	0.77404	1.3515	0.58641	4.97232	0.17603	0.55885	0.10228	0.24077	0.10095	0.20451	0.11955	0.54267	0.09191	1.69958	0.1098	2.53132	0.07308	0.97543	0.67159	1.34906	0.57951	4.89772	0.37957	0.18311	0.37699	0.15614
17	2	field	1.3571	0.48559	4.97447	0.18931	0.11174	0.26475	0.8949	0.06083	0.03305	5.07896	0.02945	0.03629	0.051	0.00966	0.00995	0.01461	0.30161	0.1189	0.03188	0.00001	0.60111	0.00652	0.00001	0.67363	0.00524	0.16369	0.21487	0.53761	0.27073	1.04814	0.08238	0.15613	0.14532	0.47237	0.18473	0.3128	0.21487	1.15321	0.0529	0.29875	0.06146	0.89889	0.16534	0.4685	0.38562	0.66761	0.27867	2.83933	0.17691	0.09482	0.15387	0.09079
18	1	field	2.13596	0.63541	6.24318	0.32274	0.17254	0.35968	0.95362	0.09442	0.05792	4.82421	0.02432	0.06412	0.08009	0.01022	0.01038	0.0358	0.32719	0.14343	0.03696	0.00001	0.54015	0.03258	0.00001	0.40747	0.00001	0.20531	0.12404	0.2929	0.10264	0.81686	0.09856	0.25673	0.04737	0.11865	0.04606	0.21918	0.05801	0.2853	0.0448	1.09573	0.0301	20.17899	0.03742	0.50038	0.37437	0.74927	0.26878	2.7976	0.10714	0.11102	0.05752	0.0488
19	2	field	1.0165	0.33345	1.69946	0.15561	0.07755	0.22845	0.5024	0.03097	0.02376	3.31941	0.02361	0.04484	0.07122	0.00651	0.0129	0.01791	0.09411	0.10775	0.03615	0.02227	0.50687	0.03285	0.00513	0.26836	0.00746	0.17774	0.13668	0.2788	0.1277	0.82472	0.0794	0.77909	0.04994	0.13457	0.05018	0.15305	0.05886	0.28381	0.06211	5.05187	0.03021	371.58139	0.05464	0.88947	4.10433	0.6118	0.30873	1.47348	0.11533	0.07965	0.08228	0.07269
20	2	field	5.37958	2.8043	45.48801	1.01981	0.50027	0.9005	5.39481	0.25998	0.05803	11.15223	0.06224	0.1968	0.25986	0.01002	0.01577	0.04427	1.08872	0.56999	0.10737	0.03859	2.2725	0.24678	0.00001	0.5792	0.01477	0.64473	0.41338	0.70844	0.3263	2.03398	0.82071	0.36936	0.1117	0.2718	0.09671	0.21788	0.14633	0.54727	0.18299	0.53488	0.0649	2.27432	0.07549	1.2745	0.9819	3.82376	1.80029	35.19248	1.47759	0.60301	3.24594	0.61766
21	1	field	1.75332	0.73294	9.60743	0.42831	0.2593	0.28583	10.41617	0.10377	0.04586	4.33705	0.02281	0.19704	0.14619	0.00783	0.01191	0.02122	0.53719	0.48446	0.03688	0.04044	2.01013	0.03654	0.00883	0.15537	0.01011	0.21521	0.19355	0.43948	0.15127	1.3983	0.06522	0.17609	0.05239	0.1105	0.04598	0.11075	0.05802	0.23897	0.01464	0.27017	0.03456	0.63448	0.02427	0.32626	0.23955	0.54565	0.20962	1.37094	0.07577	0.11641	0.08389	0.07229
22	2	field	1.29618	0.43798	5.54774	0.25368	0.15915	0.25627	1.25279	0.07307	0.03066	3.9865	0.02768	0.06669	0.07183	0.01326	0.00817	0.01528	0.32844	0.14166	0.03654	0.03378	0.57651	0.02766	0.00684	0.53954	0.00909	0.29705	0.116	0.26812	0.11743	1.03151	0.14477	0.32874	0.09038	0.11819	0.03974	0.15989	0.0562	0.24934	0.06449	0.68389	0.04551	3.34779	0.02776	0.50547	0.31218	0.49405	0.15334	0.43783	0.02865	0.07063	0.0688	0.05335
23	1	field	2.26223	0.7054	6.5167	0.66313	0.46856	0.61486	8.43959	0.12361	0.14335	7.44633	0.039	0.42157	0.47244	0.03354	0.02625	0.05384	1.2766	0.82978	0.1256	0.05064	4.92632	0.16772	0.03624	0.74972	0.03501	0.82888	0.62504	1.20437	0.44542	5.19834	0.30748	0.57378	0.14628	0.32553	0.11138	0.30083	0.16165	0.50783	0.04039	0.67924	0.05895	1.76143	0.05179	0.68341	0.64487	0.81563	0.47203	1.09358	0.08194	0.21816	0.08991	0.05693
24	1	field	1.43145	0.61442	5.94292	2.852	2.56173	0.30617	9.82203	1.01414	0.25171	7.65991	0.07729	0.53379	0.60348	0.02736	0.0229	0.05797	0.64758	0.69398	0.09892	0.03787	1.98656	0.04727	0.01252	0.25123	0.00931	0.34209	0.28016	0.65766	0.18218	2.03831	0.11956	0.49461	1.32917	0.29385	0.10343	0.30946	0.10057	0.49697	0.05118	0.66278	0.07146	1.51732	0.04691	0.57272	0.39599	0.7957	0.31163	3.62271	0.11108	0.14995	0.08841	0.12451
25	2	field	1.7601	0.56948	4.48833	0.12641	0.16104	0.29476	1.18322	0.07902	0.02722	6.54642	0.02429	0.05135	0.07813	0.00878	0.01188	0.02187	0.56699	0.19894	0.0687	0.04839	1.08328	0.02576	0.00866	0.57994	0.00889	0.36185	0.21844	0.52837	0.23527	1.28891	0.14999	2.5841	0.13729	0.22123	0.08176	0.21269	0.11441	0.48218	0.09339	0.41348	0.0551	1.39835	0.0753	0.84011	0.6792	1.82139	0.86926	7.01343	0.63748	0.40639	0.44799	0.33862
26	2	field	3.70828	1.26328	12.34659	0.54166	0.24488	0.56651	1.99328	0.11848	0.06309	10.93508	0.06598	0.15865	0.35626	0.01798	0.02595	0.08042	0.92269	0.3117	0.0977	0.00001	1.4562	0.02789	0.01206	0.71219	0.00951	0.46651	0.30678	0.67829	0.34878	1.78117	0.25488	0.44096	0.12028	0.40255	0.15768	0.36436	0.20423	1.22985	0.11982	4.18746	0.18735	8.18692	0.24227	11.41059	7.63616	5.66354	2.14719	11.32001	1.0896	0.45273	1.12389	0.40934
27	1	field	2.13139	0.49047	11.16769	0.58299	0.24892	0.32829	1.81425	0.1678	0.05216	6.11137	0.04753	0.14952	0.12128	0.0137	0.01308	0.02545	0.6462	0.63193	0.06006	0.02306	0.93128	0.02197	0.00001	0.42413	0.00625	0.45081	0.2213	0.52869	0.10009	1.14231	0.28881	0.29174	0.07907	0.20719	0.0767	0.33727	0.08477	0.46763	0.04893	0.67813	0.05576	1.74891	0.04615	0.84314	0.5495	1.34889	0.90771	5.61466	0.50388	0.29723	0.50481	0.29415
28	1	field	1.60876	0.48853	7.3008	0.38593	0.19333	0.31296	1.31474	0.09467	0.03655	3.58775	0.02925	0.0985	0.10063	0.00666	0.00776	0.0234	0.55486	0.27211	0.04564	0.01911	0.56238	0.03896	0.00871	0.58386	0.01761	0.59411	0.15223	0.3744	0.12465	1.75137	0.24119	0.73525	0.12308	0.18575	0.07145	0.14508	0.10191	0.44831	0.05678	1.15261	0.09796	1.66327	0.05507	0.65164	0.39161	0.70135	0.24091	2.15956	0.05715	0.08983	0.05611	0.08997
29	1	field	1.57512	0.5261	2.8893	0.19207	0.13941	0.24253	1.97472	0.06294	0.02556	7.57932	0.02997	0.03777	0.11379	0.00001	0.033	0.014	0.32966	0.18811	0.02691	0.00001	1.66093	0.02823	0.00001	0.28762	0.00001	0.28526	0.25225	0.74519	0.33754	2.76292	0.42161	0.8739	0.20758	0.46654	0.15518	0.35533	0.22196	0.90559	0.05866	1.29391	0.08994	2.78969	0.06776	0.89744	0.59927	1.65596	0.48316	5.98651	0.0902	0.23293	0.17716	0.2127
30	2	field	1.43469	0.4354	12.58327	0.32968	0.25017	0.24789	2.3727	0.1429	0.03481	5.7187	0.01599	0.04013	0.0529	0.01158	0.00885	0.02392	0.38345	0.13446	0.0516	0.03716	0.6267	0.02862	0.01126	0.24679	0.02226	0.19334	0.14816	0.27713	0.11745	0.89641	0.15359	0.17741	0.05943	0.11642	0.04582	0.10629	0.05553	0.25359	0.07767	0.35677	0.03566	1.21449	0.03663	0.56756	0.44571	0.79603	0.37485	1.74051	0.10634	0.18878	0.12665	0.14148
31	1	field	1.67101	0.8183	2.60932	0.37287	0.08957	0.31014	0.59294	0.04941	0.01505	3.47934	0.01329	0.02767	0.0282	0.00001	0.00001	0.01167	0.30487	0.08219	0.01478	0.00001	0.34928	0.01841	0.00001	0.32746	0.00966	0.13421	0.0874	0.23089	0.08549	0.61784	0.13602	0.13538	0.04378	0.1073	0.03911	0.25701	0.04927	0.24632	0.03959	0.39152	0.03162	7.56851	0.03251	0.53787	0.62451	0.80825	0.61804	4.04358	0.35612	0.11755	0.15639	0.10336
32	1	field	1.1736	0.52666	5.23481	0.34383	0.21115	0.19155	1.19889	0.11525	0.03797	4.04632	0.02999	0.11343	0.18633	0.0175	0.01654	0.05183	0.45053	0.16764	0.07459	0.01884	0.79181	0.01901	0.00561	0.24466	0.00856	0.23585	0.17198	0.34244	0.10415	1.08176	0.12116	0.15829	0.05953	0.13341	0.04791	0.15928	0.04967	0.28804	0.02739	0.33579	0.03784	1.16341	0.01944	0.66452	0.44759	1.01154	0.39544	4.35394	0.22615	0.18311	0.22335	0.1201
33	1	field	2.12254	1.02035	7.34366	0.39558	0.20566	0.40006	1.28161	0.10711	0.03961	8.07972	0.04759	0.07406	0.06325	0.01185	0.00817	0.02726	0.49249	0.2054	0.0558	0.03405	1.7696	0.07853	0.01379	0.46907	0.01306	0.36096	0.89174	2.49362	1.49357	2.74387	0.23689	0.60522	1.89035	3.25808	1.31506	1.43569	1.23942	8.27412	0.0823	0.73059	0.29387	1.93781	1.18571	0.97499	0.56315	2.14335	0.9453	9.99946	0.53697	0.3599	1.34206	0.37483
34	1	field	11.60411	0.79786	67.05433	5.59405	4.86781	1.10211	25.7632	0.69524	0.86291	8.41293	0.07467	0.94831	0.99684	0.20825	0.18736	0.27755	12.25256	0.53791	0.8439	0.11143	2.85338	0.1413	0.07657	0.376	0.10854	0.62378	0.44152	1.2822	0.5847	3.26471	0.16602	0.90138	0.23635	0.61973	0.24078	0.25535	0.21049	1.11505	0.03808	2.13386	0.08851	1.73813	0.12318	1.04112	0.52216	0.95522	0.52444	1.49948	0.09113	0.16968	0.12507	0.06814
35	2	field	1.95895	0.73229	2.2726	0.18858	0.10563	0.3757	0.56485	0.04273	0.02015	6.03266	0.03627	0.03967	0.05816	0.00759	0.00957	0.01478	0.40211	0.14862	0.03062	0.04128	0.71766	0.02522	0.00854	0.31756	0.014	0.23538	0.18574	0.44823	0.2266	0.98016	0.15359	0.20645	0.09493	0.24452	0.09239	0.20089	0.10524	0.5478	0.07182	0.46818	0.05861	1.19634	0.1343	0.95582	0.51974	1.10453	0.43191	3.06235	0.17442	0.16043	0.10322	0.11228
36	1	field	1.47083	0.39801	4.43658	0.28924	0.13179	0.24075	0.88508	0.08903	0.02776	4.16862	0.02446	0.05213	0.08491	0.00797	0.01234	0.02029	0.47136	0.13071	0.04562	0.03143	0.50181	0.01962	0.00367	0.37156	0.00001	0.23279	0.15984	0.33666	0.15362	1.26095	0.19719	0.2125	0.06933	0.17266	0.06451	0.15519	0.07807	0.37668	0.04979	0.35833	0.04425	1.52428	0.06711	0.7622	0.64553	1.05319	0.89158	3.78043	0.43386	0.23897	0.40695	0.27966
37	2	field	1.20207	0.60245	1.4631	0.1793	0.07996	0.25687	0.63886	0.0333	0.02301	4.23937	0.03028	0.05428	0.0968	0.0124	0.01198	0.02425	0.27698	0.20894	0.0427	0.04523	1.07284	0.01644	0.00766	0.57135	0.0208	0.45158	0.25718	0.63257	0.30313	1.50324	0.34211	0.43543	0.08874	0.24402	0.09584	0.19513	0.09709	0.42331	0.06489	0.71268	0.04587	1.36176	0.05018	0.96976	0.54214	1.21166	0.54638	3.96544	0.27957	0.17122	0.28395	0.16427
38	1	field	1.33675	1.12846	2.20991	0.38447	0.17372	0.27219	1.08054	0.07369	0.03387	7.25144	0.02461	0.04609	0.09726	0.01101	0.01287	0.03395	0.54273	0.20822	0.06066	0.00001	0.71353	0.02131	0.00945	0.21696	0.01041	0.21149	0.14545	0.33314	0.09794	1.11274	0.15435	0.22681	0.07371	0.14646	0.0502	0.23393	0.06015	0.30031	0.05789	0.53345	0.04667	1.85291	0.0469	0.83128	0.7482	2.0532	0.99991	9.82213	0.51655	0.30779	0.51628	0.26596
39	2	field	1.7809	0.7997	5.8851	0.24309	0.13726	1.40873	1.48455	0.06532	0.03518	4.66204	0.02754	0.06622	0.15367	0.01425	0.01628	0.03668	0.35135	0.15533	0.07255	0.02558	0.64735	0.01392	0.00693	0.31385	0.03873	0.21583	0.17006	0.4391	0.19438	1.0693	0.19639	0.2066	0.06624	0.19098	0.06936	0.23022	0.07705	0.34787	0.04283	0.40847	0.04607	1.33795	0.04119	0.74769	0.50482	1.35695	0.63183	6.09293	0.34646	0.23552	0.18403	0.20544
41	1	field	1.56908	0.3632	3.27898	0.20862	0.10668	0.21873	0.60713	0.05943	0.02154	5.1095	0.01197	0.03239	0.0389	0.00477	0.00224	0.01345	0.25671	0.07762	0.02033	0.01035	0.30999	0.00001	0.00001	0.23817	0.00001	0.18644	0.07956	0.30271	0.08549	0.78574	0.09408	0.11406	0.04802	0.14414	0.03659	0.16327	0.08594	0.42358	0.03349	0.19175	0.02596	0.73106	0.03331	0.3737	0.29231	1.01647	0.4091	4.80856	0.32058	0.16966	0.60744	0.18127
42	2	field	2.07548	0.71664	5.48652	0.29865	0.16367	0.37422	0.89341	0.08792	0.04685	5.62569	0.04864	0.08555	0.19361	0.02048	0.02699	0.11687	0.52905	0.26201	0.1443	0.04555	0.57652	0.10165	0.0098	0.71931	0.01114	0.33815	0.12997	0.2711	0.13268	1.21301	0.35262	0.25286	0.06954	0.1291	0.05783	0.1061	0.07349	0.30683	0.06809	0.26934	0.03835	0.83882	0.04015	0.55797	0.41976	1.25231	0.37113	3.48102	0.1424	0.13226	0.09955	0.07063
43	1	field	1.39634	0.48743	3.53158	0.27241	0.18512	0.26465	1.4709	0.072	0.05648	3.75674	0.01206	0.06112	0.05834	0.00788	0.006	0.01536	0.50528	0.14716	0.0277	0.02328	0.44192	0.02798	0.00778	0.21527	0.00806	0.26534	0.11299	0.37731	0.17176	2.19818	0.22412	0.40256	0.07029	0.13109	0.04861	0.07046	0.06092	0.2403	0.01762	0.48129	0.05122	1.02219	0.02913	0.45026	0.36898	0.86134	0.31093	3.06539	0.16463	0.14605	0.14248	0.10974
44	2	field	1.24573	0.28704	13.40191	0.32457	0.17137	0.21486	19.24339	0.07432	0.04487	6.86077	0.03974	0.22633	0.37041	0.02171	0.01923	0.06964	0.69178	0.45382	0.09595	0.00001	1.66628	0.12657	0.00948	0.52028	0.01378	0.46662	0.24924	0.59448	0.28387	1.87299	0.15825	0.21655	0.08307	0.18686	0.06545	0.12573	0.07992	0.37021	0.04434	0.30343	0.03838	0.94719	0.03557	0.47744	0.3322	0.89926	0.36361	3.28712	0.13839	0.10999	0.12911	0.07145
45	1	field	1.05928	0.21742	2.87484	0.16831	0.08576	0.13515	0.62347	0.06308	0.03174	2.46798	0.02124	0.05694	0.14868	0.01238	0.0172	0.05644	0.40738	0.0867	0.07724	0.03183	0.92801	0.01503	0.00001	0.37669	0.00001	0.16755	0.11827	0.23283	0.04404	0.98718	0.10538	0.00001	7.1553	0.17835	0.07313	0.1328	0.06881	0.3962	0.04643	0.29764	0.28922	2.34109	0.07534	0.88504	0.82425	1.82369	1.21819	6.27536	0.61771	0.4589	0.44944	0.32801
46	1	field	3.32475	0.80642	5.82893	0.48026	0.17433	0.57062	0.96182	0.09154	0.06597	7.37093	0.04952	0.09417	0.19568	0.0199	0.02409	0.0975	0.61782	0.00001	0.127	0.03918	0.70048	0.16735	0.00925	0.63563	0.01321	0.35254	0.13315	0.27879	0.11572	1.12369	0.16903	0.23345	0.09867	0.15223	0.05689	0.15242	0.08011	0.40757	0.08048	0.37383	0.05816	1.2888	0.05079	0.8216	0.86559	1.74124	1.50368	7.61141	0.59391	0.32908	0.54539	0.27271
47	2	field	0.87976	0.34239	2.66298	0.12982	0.07566	0.13019	0.47541	0.04312	0.01886	3.95169	0.01657	0.02846	0.02413	0.00001	0.00001	0.00001	0.2492	0.05677	0.0168	0.00001	0.32601	0.01574	0.00001	0.116	0.00465	0.10301	0.06015	0.13834	0.06168	0.52731	0.05628	0.09158	0.03092	0.06772	0.02716	0.04928	0.02704	0.14581	0.03201	0.19278	0.02614	0.73982	0.02551	0.45517	0.39326	0.66781	0.60975	4.265	0.34713	0.14436	0.39104	0.13953
48	1	field	1.52615	0.32332	4.68215	0.22083	0.12634	0.24253	3.20588	0.06401	0.02885	5.38964	0.04479	0.04895	0.06367	0.00929	0.01303	0.05356	0.42716	0.17056	0.05824	0.0218	1.13777	0.01879	0.00001	0.13842	0.00001	0.24498	0.19808	0.51145	0.25568	1.48107	0.07587	0.32822	0.09197	0.15807	0.06422	0.06857	0.07122	0.35492	0.02576	0.91144	0.06504	2.04967	0.0414	0.61829	0.44456	0.67694	0.36337	1.64056	0.15256	0.1462	0.07965	0.06433
49	2	field	1.50889	0.37443	6.75939	0.21677	0.22294	0.15564	1.03453	0.11442	0.04464	3.53122	0.03159	0.07356	0.18858	0.02555	0.02989	0.08718	0.40936	0.10123	0.11389	0.01995	0.44512	0.02677	0.00795	0.27867	0.0081	0.21423	0.11301	0.34263	0.12207	1.27433	0.06083	0.11358	0.08435	0.17919	0.05182	0.16451	0.12878	0.52416	0.01824	0.22893	0.03231	0.70866	0.05016	0.40514	0.3452	0.80473	0.34699	2.72615	0.13919	0.10263	0.07872	0.07837
50	1	field	0.91988	0.31292	3.0606	0.15294	0.09443	0.15271	0.5157	0.05532	0.03023	2.73354	0.01782	0.03423	0.04972	0.00713	0.00384	0.0229	0.23753	0.08956	0.03214	0.0223	0.32464	0.01778	0.00001	0.21711	0.00724	0.16032	0.07345	0.17743	0.05572	0.6458	0.08551	0.10648	0.06221	0.07457	0.02584	0.1032	0.03156	0.16606	0.02542	0.19168	0.02332	0.76249	0.02114	0.46475	0.38418	0.85793	0.3318	3.15934	0.15497	0.10286	0.16594	0.08466
51	2	field	0.92622	0.38677	1.5286	0.0556	0.08589	0.11437	0.36061	0.04098	0.01426	3.0878	0.02703	0.01365	0.03853	0.00594	0.01272	0.01045	0.27903	0.05249	0.02937	0.01351	0.36806	0.0127	0.00818	0.1083	0.03439	0.11777	0.0722	0.17004	0.0503	0.7976	0.12392	0.12957	0.03478	0.07474	0.03038	0.04934	0.03665	0.15754	0.05435	0.19751	0.02972	0.72837	0.02728	0.49029	0.41485	1.33719	0.66416	7.09643	0.62214	0.30038	0.47383	0.27491
